"weight","length","width","height","volume","material_plastic","material_metal","material_wood","material_fabric","material_glass","category_electronics","category_furniture","category_kitchen","category_sports","category_toys","category_home","brand_premium","brand_midrange","brand_budget","product_age_months","is_new_release","is_discontinued","competitor_avg_price","market_demand_index","seasonal_factor","warranty_months","customer_rating","num_reviews","return_rate","free_shipping","shipping_weight_kg","fulfillment_days","stock_quantity","restock_frequency_days","featured_product","sale_active","discount_percentage","num_components","assembly_required","num_accessories","noise_1","noise_2","noise_3","noise_4","noise_5","price"
774.191689429334,36.8880775234206,20.2345332223536,22.9650273574901,17141.395657529,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,0,0,39.7303934839813,85.180977962315,1.05703804828956,0,4.65270385262556,46,0.135724946819246,0,0.774191689429334,10,115,30,0,0,0.168593116966076,4,0,1,1.96053775214515,0.0752955969872412,0.383325086726978,1.04897263907757,0.287416618538609,334.63
387.060365720782,37.2508301767486,35.4745146892099,11.3949850090969,15057.9613086927,1,1,0,1,1,0,0,0,0,0,1,0,0,1,11,0,1,115.669808328606,120.915461181005,0.679004416447442,36,4.88194461213425,35,0.0424836537940428,0,0.387060365720782,9,95,60,0,0,0.286681129038334,8,0,0,-0.542665645687822,0.794998036778474,0.984799107287305,-0.307453882377515,-0.350520276101551,367.09
572.625682267468,32.1738021093909,26.7000870014237,15.3390411495061,13176.9007654683,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,67.4001500879997,95.6260628415907,1.07344685383281,6,4.12588058155961,54,0.142895275382325,1,0.572625682267468,10,101,60,0,0,0.191119278338738,7,0,1,-1.59245628849163,0.340246085799415,0.259338661497707,0.0128246294190497,2.5191440294699,361.46
626.572520992208,27.9834326838162,18.5172293513227,11.8135422625087,6121.48983487022,0,1,0,1,0,0,1,0,0,0,0,0,1,0,16,0,0,89.0962676347734,95.8409229603682,0.86714291420397,0,3.15583576972131,32,0.0206162459263578,0,0.626572520992208,7,85,90,0,0,0.136958614666946,5,0,3,-2.6352581134457,0.97092567732212,-0.787614836408916,-0.696714857197697,-1.05344745794665,429.95
580.8536646282,16.3431013941132,24.2666334221151,14.5146072937383,5756.37786899143,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,120.240592097578,79.0139915938288,0.800463502299134,36,4.90123498952016,53,0.136761764432304,0,0.5808536646282,6,86,30,0,1,0.00431260450277478,10,0,2,0.239146332896568,-0.676643970147442,0.170801454275033,0.26955433816793,-0.057610204844986,453.83
478.775096781703,26.9106239132284,34.2796499361181,15.9645335200283,14727.0709184711,1,0,0,0,0,0,0,1,1,0,0,0,0,0,14,0,0,116.74846777165,106.943504867851,1.04647284354418,36,4.43344263127074,56,0.123749629575759,1,0.478775096781703,1,107,14,0,0,0.0675576370675117,2,1,2,0.00487503029749215,-0.448479885009735,1.28185295501824,0.269299270127229,0.545139136001875,435.47
802.304399487788,25.4709711346277,21.517022558641,14.3871566120182,7885.0172908294,0,0,0,1,0,0,0,0,0,1,0,0,1,0,19,1,0,47.4991977159514,105.636789026888,1.08031273955589,36,4.29279633390252,64,0.0405498635955155,0,0.802304399487788,4,92,14,0,0,0.182932175695896,5,0,2,0.134849858652649,-0.940427195876676,0.602349695271516,-0.855911263514542,1.14801782355833,432.55
481.06819231738,36.6322914451979,15.4472999025072,12.8715001812836,7283.59570551221,1,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,69.5037885154337,100.437548538953,1.07277485301115,36,3.9546148647787,38,0.0367670052265748,1,0.48106819231738,4,107,90,0,0,0.241688830358908,10,1,0,0.391500074272138,1.46504169760536,-0.679420187467986,1.25701052636272,0.325366766296856,410.77
903.684742775408,43.086295367487,31.615143556577,12.1726359174398,16581.3140531139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,95.6344126277964,102.91100567154,0.910689029949943,24,3.28539306181483,57,0.0793776138033718,0,0.903684742775408,1,97,90,0,0,0.085467843292281,4,0,1,-1.59555084783369,1.4062584867246,-0.0724683220049818,0.201856482409804,0.168341153433415,399.18
487.457180189516,35.010403098945,34.9519476205226,15.2042650641697,18605.182065668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,97.5991966163524,86.2253582638005,0.98839425731122,0,3.4368912409991,48,0.119613677011803,0,0.487457180189516,1,112,60,1,0,0.218224120396189,8,1,3,-0.929732192193602,0.698859079923093,0.0671537162252439,-0.0507264458249543,0.187773300567726,447.8
760.973930844697,18.7171146480263,12.1235608500997,13.7956727558594,3130.48755163118,1,1,0,0,0,0,0,0,0,0,1,0,1,1,14,0,0,19.4046377697165,99.7905149463238,1.10980951184371,24,3.77906638488639,42,0.104786082650535,0,0.760973930844697,8,79,7,1,0,0.139277540403418,8,0,0,0.132606479524966,0.992203093714123,1.63754643284632,1.1886695145241,-1.68294637130069,400.29
957.329078540221,46.7099730539817,25.7500541112349,11.7333082273844,14112.6393180703,0,1,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,47.8290607245166,118.969099342348,0.895615170192886,24,3.63385462085716,49,0.12547328912653,0,0.957329078540221,2,95,60,0,1,0.209846466430463,6,0,3,0.341544996616317,0.853687348836951,-0.623683398546628,0.817863659827746,-0.876024657885878,475.87
222.227859777532,40.1035303245212,21.0347783756661,17.2641736178732,14563.5194727503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,119.315737384928,79.7663253537248,1.28539468116928,12,3.76912123116199,57,0.062647459032014,1,0.222227859777532,7,91,30,0,0,0.280647240858525,9,0,4,0.177803814857594,-1.77256537205589,0.741941026451991,0.302098319057365,0.459692628037882,350.62
444.242246636526,32.2352121587446,25.6131304711469,17.4223689634827,14384.6865053216,0,0,0,0,0,1,0,0,0,0,0,1,1,0,15,1,0,72.3398667735399,106.21545129337,1.08996907206836,36,4.30407527717762,48,0.0312297450937331,1,0.444242246636526,10,103,14,0,0,0.214548794785514,4,1,4,-0.535243412678444,0.368155898771914,0.491122856335474,1.39760914336233,-0.747954480848011,497.43
473.335732721268,7.93515406790378,24.2135826550996,16.0214216252582,3078.33206160162,1,1,0,0,1,1,0,0,0,0,0,0,0,0,12,0,0,33.8075977590726,57.2184340746297,1.10433086211891,6,4.0667136356933,46,0.0784335803892463,0,0.473335732721268,4,101,60,0,0,0.0333786052186042,1,0,0,-1.99986087271713,0.350790633748399,0.34023759437947,-0.67480283583274,1.03051057589586,365.25
627.190079614015,20.4541438144684,19.8358952083632,8.39352047267566,3405.47161321258,1,0,1,0,0,0,0,0,1,0,0,0,1,0,6,0,0,83.9622202384184,144.02399587063,0.873324661473985,24,4.85162495286204,51,0.0676653587911278,1,0.627190079614015,8,103,90,0,0,0.097254977049306,4,0,0,-1.10317402125569,-0.323342285850233,0.326688366604841,0.312916658974012,-1.11165423140716,446.13
443.149415716786,29.3142693278976,23.5060083784558,17.4148181957466,11999.8800590818,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,0,0,39.3535426151347,86.1658354727343,0.701887211692823,24,3.20796872081701,51,0.0599542712373659,0,0.443149415716786,5,110,14,0,1,0.116786029888317,7,0,2,0.256559593882944,-1.59092627675921,0.786195591468761,-0.849972946905785,-2.18151155478411,354.55
-31.2910841809552,37.6130590156527,10.3157714743877,17.5548970632657,6811.43560643878,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,136.893873982589,57.639800947808,1.02094822397286,36,3.72987209586427,57,0.0815047351736575,0,-0.0312910841809552,2,87,30,0,0,0.0817646887153387,7,0,3,-1.37701163914172,-1.54670226740863,-0.0516908783698061,0.443956934710611,-0.714371081599447,319.13
11.9066142848961,18.2009580004171,8.76464044936877,13.3012276868257,2121.87638757269,1,0,0,0,1,1,0,0,0,0,0,0,0,0,13,0,0,180.060504411112,105.132632817165,1.04423017644134,12,3.85027625539806,45,0.111260262774304,0,0.0119066142848961,1,88,14,0,1,0.203947360510938,3,0,2,1.21592685903405,0.936751070743345,-1.39133524483657,-0.202416133023028,-0.658103187235379,314.79
764.022669146038,62.1119895676729,25.7659932576745,18.3217924326933,29321.7771212438,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,104.458132055502,108.340864801898,1.1561084237841,36,4.72374874458183,48,0.053006464377977,0,0.764022669146038,1,112,7,0,0,0.0722086689434946,7,0,0,1.27976950957724,-0.0661414489961412,1.16578912113775,1.24976939758947,-0.446018940860244,534.51
438.672281184305,4.46175149049173,20.6882840262138,22.5861373948625,2084.83559384513,0,1,0,1,0,0,0,1,0,0,0,0,1,1,19,0,0,91.4332004337144,99.0024598620621,1.07890708098052,36,3.19017209170852,41,0.140248916852288,1,0.438672281184305,10,97,60,0,1,0.175092339073308,2,1,2,-0.337957231184671,-0.60387556026044,0.105427193914506,1.76076910780742,-1.36086664642697,345.9
143.738313204,27.6406605066594,18.9470636687323,16.9668147791678,8885.67961533349,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,92.5608438484841,124.830913467185,1.00466052850059,36,3.98896126658656,49,0.124821304879151,1,0.143738313204,3,111,60,0,0,0.071828511566855,8,1,2,-0.228568448966792,-1.15918358012468,1.91317943564214,0.56811623140062,1.79441579229932,371.85
465.616528848076,27.4043735673857,6.59158416848129,19.5906382398564,3538.81831326855,1,1,0,1,0,0,1,0,0,0,0,0,0,1,11,0,0,106.56046710457,123.018119254825,0.937026055799466,0,2.72661122551654,42,0.0283351103030145,0,0.465616528848076,9,115,30,1,0,0.295928019401617,4,0,5,-2.13823230712016,-1.76270093458021,0.417407707350171,-1.8614375227663,1.2262603396093,401.17
742.93493983452,23.3663308338081,15.4440160738551,22.6954407528615,8190.10345448003,0,0,1,0,0,0,0,0,0,0,0,1,1,0,9,0,0,88.3098500966159,100.761273554363,0.929868543850397,24,4.24725735210814,53,0.10938673294615,0,0.74293493983452,5,115,90,0,0,0.00700929723680019,8,1,1,-0.107071656587569,-1.81635842126338,0.824036859369677,-0.004436418611062,-0.607248911721828,480.78
879.038692252993,26.8100928917385,21.5376412071724,24.9533216029761,14408.7007082153,1,0,0,0,0,0,1,0,0,0,0,0,1,1,11,0,1,46.8226388337926,116.322795931032,1.08421096339669,36,4.55035813676659,59,0.104397766925395,0,0.879038692252993,5,103,30,0,1,0.0537800051271915,8,1,1,-0.468557664729202,1.00620862565931,-0.00868357186747798,0.444967076170841,0.673510213318902,529.18
413.90617367876,37.4239515757232,16.1094166339774,12.1156211211905,7304.24176981862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,124.866238435087,138.330418989091,0.879292672416559,24,2.81134529039264,54,0.0405302259931341,1,0.41390617367876,2,102,14,0,1,0.0471087350975722,6,0,2,0.550910842615406,2.99319001369207,0.419134141891502,0.468171098316732,0.307106178550117,353.73
448.546123446214,21.2570732421423,20.650272103951,12.5529929124775,5510.31633149742,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,11.678450272294,79.0138029998522,1.02745265252326,36,4.68561072833836,43,0.0293624350614846,0,0.448546123446214,3,113,30,0,0,0.220315452315845,6,0,2,1.53837311174653,1.338445346904,-0.0266058645445987,0.053434332002309,-0.605693196669069,271.73
147.367382961044,9.17186233696722,23.0791779742744,13.0264872496255,2757.43435765387,1,0,0,0,0,0,0,0,0,0,0,1,1,0,16,0,1,75.9931148232036,119.258097207827,1.16585715260031,12,3.33072330860887,33,0.136744550657459,1,0.147367382961044,2,91,7,0,0,0.16684577409178,7,0,1,0.583788116931831,0.266638798010886,0.655709433748516,-0.546448396286445,-1.95587278948782,252.03
592.019470966254,30.9376790281022,18.8999842316946,21.6064595271037,12633.7645745205,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,88.5444133430561,87.7509296243924,0.857892031500311,36,3.97450680437032,45,0.0808846284355968,0,0.592019470966254,9,89,7,0,0,0.061715685389936,9,0,2,0.591955073517327,1.32231492249972,0.353736268701237,0.110751136395693,0.99315459339159,354.03
372.001024807976,29.981801879972,23.4207448739127,18.4903077646963,12983.8226046365,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,88.7070766383884,113.099824538601,1.05130004177787,36,3.77893074590247,51,0.142763134227134,0,0.372001024807976,7,84,90,0,0,0.251500944094732,6,0,2,-0.965780437704769,0.0520151751919637,0.441017674174955,-1.36024769790371,-1.67007394862287,343.31
591.090024648244,29.8689934762843,18.0554844116851,20.7466752165442,11188.6642287746,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,133.905137410398,101.569511952289,1.16173318175813,12,3.17278189468198,40,0.0648363275220618,1,0.591090024648244,4,93,7,0,0,0.0483429462416098,8,1,5,1.53381108140306,2.13560821284792,0.272073131915698,-1.30871594827642,0.906470776067886,453.11
640.967467445764,36.679680745581,17.4531773771689,16.8085308260242,10760.4344047928,0,1,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,35.3322282941887,104.047569456687,0.715062282621659,24,4.88571944471914,40,0.131049730912782,0,0.640967467445764,6,110,90,0,0,0.159792157891206,8,0,3,1.41763192153069,0.616201313155805,-0.51068793447126,0.802676384911586,-0.760229817959082,413.95
707.020704393984,29.8683229704784,17.9671488519359,13.2692336185615,7120.9157077454,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,48.210769638462,105.768985361645,0.830616739139439,12,4.84074639563914,56,0.0537741446588188,0,0.707020704393984,3,105,60,0,0,0.294224411062896,6,0,1,-0.522776912142762,0.219561788223589,-0.734827417374829,2.43440283589255,-1.90213980307955,325.86
378.214724918558,37.760470304763,25.1110994413045,6.26309047263848,5938.70575663769,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9,0,0,80.8595150896242,104.175378883388,1.26182262929818,0,3.00599104026332,49,0.040403618873097,0,0.378214724918558,5,109,7,0,1,0.20624240830075,4,0,5,-1.55262110066839,0.761227178961454,0.73359256692382,-0.0210674358094236,-0.392058524053091,315.97
600.991024659594,9.89264667364744,26.5685230653287,4.77209075602687,1254.26298372727,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6,0,0,146.245001698542,112.18876907634,1.24960137480318,36,3.5039991204394,59,0.0737348778452724,1,0.600991024659594,9,96,14,0,0,0.237211072887294,6,0,3,0.126585489664582,-0.755161440118524,0.41032608175635,0.851978292185782,1.87880557257272,487.41
156.598264185332,18.718195050282,38.6838326926557,27.0673271477732,19599.222209255,0,0,1,0,0,1,0,0,0,0,0,0,1,0,16,0,0,37.9476593319022,113.943321283692,1.08399673093823,12,3.84208535018843,40,0.140942077678628,0,0.156598264185332,7,112,90,0,0,0.272195093496703,4,0,1,1.11683103613924,0.974149041341412,-1.30126693456798,1.16296685653379,-2.20907221599212,321.66
343.108198324101,33.4879957158572,12.1335395391115,15.0237679947166,6104.57640141749,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,0,0,133.852515227046,102.395599980022,0.986227858637452,36,2.84418449737132,59,0.143963069315068,0,0.343108198324101,1,106,60,0,0,0.0552594653097913,7,0,3,0.286300730862432,0.982629773874777,0.851829780104999,0.0703262082261097,0.298778469078729,460.51
329.818481164696,26.4710151790308,14.3403404799499,18.3493314394129,6965.46806113882,0,0,0,0,0,1,1,0,0,0,0,0,1,0,10,0,0,93.6080516542138,114.302755390318,1.22345237040665,12,4.18172186356969,58,0.149363354165107,0,0.329818481164696,1,87,90,0,1,0.0685673346044496,5,0,0,1.34557995525942,-1.12307429065127,-0.281302246452089,2.95940355283042,0.584891158353344,520.37
17.1584700106736,39.4477459791762,25.1531928107993,19.1669621136048,19018.1643974879,1,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,123.665246962272,115.935262730877,1.02868151598169,36,2.51886645564809,56,0.125770498025231,1,0.0171584700106736,9,92,60,0,0,0.234528798353858,5,0,2,1.08579315221583,0.150144593702867,-1.45660758267046,-1.08027127426367,-0.571633227616476,350.45
507.224521378451,19.9528014747354,33.1013226395697,23.6779274207299,15638.4214779047,1,0,0,0,0,0,1,1,0,0,1,1,1,0,12,0,0,145.84978423036,90.7123357064399,0.956661259087434,0,4.18931207677815,52,0.078084032246843,0,0.507224521378451,2,103,7,0,0,0.276994459563866,5,1,1,-1.04621209535005,-1.28083837926393,-0.700988512669931,0.180277443759396,-1.09958476944142,571.82
541.199720040051,37.2390273249685,29.8131853973145,18.8008124601571,20872.9256869747,1,0,0,0,1,0,0,0,0,0,0,0,1,0,14,1,0,81.0234082921638,145.470430279665,0.95215744339061,0,4.96768958226312,52,0.100404371921904,1,0.541199720040051,6,108,7,0,1,0.00412341391202062,2,0,4,0.256269140448891,-0.832644071267589,-1.00477263253727,1.37190119661202,0.0403783154002188,353.93
